D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_36_573.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_36_573.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_36_573.jpg, 0, 0, 0, 7.908489E-05
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_36_687.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_36_687.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_36_687.jpg, 0, 0, 0, 7.753142E-05
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_36_790.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_36_790.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_36_790.jpg, 0, 0, 0, 7.841174E-05
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_36_892.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_36_892.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_36_892.jpg, 0, 0.2569563, 0, 0.2220499
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_37_009.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_37_009.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_37_009.jpg, 0, 0.6488664, 0, 0.9402463
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_37_132.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_37_132.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_37_132.jpg, -0.3621858, 1, 0, 2.362981
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_37_231.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_37_231.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_37_231.jpg, -0.4832949, 1, 0, 3.514014
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_37_339.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_37_339.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_37_339.jpg, -0.1244856, 1, 0, 4.921875
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_37_439.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_37_439.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_37_439.jpg, 0, 1, 0, 6.073609
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_37_543.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_37_543.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_37_543.jpg, 0, 1, 0, 7.219187
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_37_647.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_37_647.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_37_647.jpg, -0.3131685, 1, 0, 8.32943
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_37_753.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_37_753.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_37_753.jpg, 0, 1, 0, 9.67572
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_37_859.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_37_859.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_37_859.jpg, 0, 1, 0, 10.78485
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_37_962.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_37_962.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_37_962.jpg, -0.3092862, 1, 0, 11.96281
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_38_074.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_38_074.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_38_074.jpg, 0, 1, 0, 13.26379
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_38_174.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_38_174.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_38_174.jpg, -0.1381962, 1, 0, 14.17063
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_38_282.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_38_282.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_38_282.jpg, -0.4596861, 1, 0, 15.22266
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_38_389.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_38_389.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_38_389.jpg, -0.1361385, 1, 0, 16.22088
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_38_489.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_38_489.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_38_489.jpg, -0.08578051, 1, 0, 17.30247
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_38_600.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_38_600.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_38_600.jpg, -0.4585002, 1, 0, 18.45513
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_38_707.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_38_707.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_38_707.jpg, -0.1351986, 1, 0, 19.48445
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_38_811.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_38_811.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_38_811.jpg, 0, 1, 0, 20.45538
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_38_911.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_38_911.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_38_911.jpg, -0.251568, 1, 0, 21.4628
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_39_028.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_39_028.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_39_028.jpg, -0.6510406, 1, 0, 22.42633
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_39_144.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_39_144.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_39_144.jpg, -0.7891236, 1, 0, 23.22486
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_39_246.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_39_246.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_39_246.jpg, -0.4827288, 1, 0, 24.20593
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_39_358.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_39_358.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_39_358.jpg, -0.1482183, 1, 0, 25.39733
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_39_472.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_39_472.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_39_472.jpg, 0, 1, 0, 26.5026
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_39_575.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_39_575.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_39_575.jpg, 0.3108939, 1, 0, 27.34159
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_39_692.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_39_692.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_39_692.jpg, 0.4505863, 1, 0, 28.2025
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_39_804.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_39_804.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_39_804.jpg, 0.1147504, 1, 0, 29.13109
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_39_904.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_39_904.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_39_904.jpg, 0, 1, 0, 30.02316
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_40_004.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_40_004.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_40_004.jpg, 0, 1, 0, 30.19021
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_40_111.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_40_111.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_40_111.jpg, -0.09761249, 1, 0, 30.18731
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_40_223.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_40_223.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_40_223.jpg, -0.3705696, 1, 0, 30.16379
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_40_331.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_40_331.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_40_331.jpg, -0.09795512, 1, 0, 30.19145
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_40_440.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_40_440.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_40_440.jpg, 0, 1, 0, 30.1896
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_40_540.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_40_540.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_40_540.jpg, 0, 1, 0, 30.19036
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_40_649.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_40_649.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_40_649.jpg, -0.2745225, 1, 0, 30.17549
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_40_755.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_40_755.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_40_755.jpg, -0.006676525, 1, 0, 30.19016
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_40_872.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_40_872.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_40_872.jpg, 0, 1, 0, 30.19021
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_40_979.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_40_979.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_40_979.jpg, -0.0665001, 1, 0, 30.18952
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_41_089.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_41_089.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_41_089.jpg, -0.3963285, 1, 0, 30.15849
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_41_207.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_41_207.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_41_207.jpg, -0.04277068, 1, 0, 30.19068
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_41_309.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_41_309.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_41_309.jpg, 0, 1, 0, 30.1901
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_41_415.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_41_415.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_41_415.jpg, -0.3143772, 1, 0, 30.1713
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_41_521.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_41_521.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_41_521.jpg, 0, 1, 0, 30.18877
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_41_623.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_41_623.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_41_623.jpg, 0, 1, 0, 30.19009
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_41_731.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_41_731.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_41_731.jpg, 0, 1, 0, 30.19031
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_41_834.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_41_834.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_41_834.jpg, 0, 1, 0, 30.19029
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_41_943.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_41_943.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_41_943.jpg, 0, 1, 0, 30.19031
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_42_052.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_42_052.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_42_052.jpg, 0, 1, 0, 30.1903
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_42_157.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_42_157.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_42_157.jpg, -0.3135621, 1, 0, 30.16792
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_42_263.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_42_263.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_42_263.jpg, 0, 1, 0, 30.18949
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_42_365.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_42_365.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_42_365.jpg, 0, 1, 0, 30.19018
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_42_471.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_42_471.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_42_471.jpg, 0, 1, 0, 30.19028
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_42_591.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_42_591.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_42_591.jpg, 0, 1, 0, 30.19028
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_42_712.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_42_712.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_42_712.jpg, -0.3618402, 1, 0, 30.16327
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_42_819.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_42_819.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_42_819.jpg, -0.04021887, 1, 0, 30.19049
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_42_927.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_42_927.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_42_927.jpg, 0, 1, 0, 30.18985
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_43_035.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_43_035.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_43_035.jpg, 0, 1, 0, 30.19021
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_43_143.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_43_143.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_43_143.jpg, 0, 1, 0, 30.19029
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_43_256.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_43_256.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_43_256.jpg, -0.3348624, 1, 0, 30.16929
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_43_374.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_43_374.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_43_374.jpg, 0, 1, 0, 30.18847
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_43_486.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_43_486.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_43_486.jpg, 0, 1, 0, 30.19012
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_43_610.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_43_610.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_43_610.jpg, 0, 1, 0, 30.19033
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_43_725.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_43_725.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_43_725.jpg, -0.3470484, 1, 0, 30.16526
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_43_844.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_43_844.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_43_844.jpg, 0, 1, 0, 30.18946
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_43_958.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_43_958.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_43_958.jpg, 0, 1, 0, 30.19008
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_44_059.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_44_059.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_44_059.jpg, 0, 1, 0, 30.19027
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_44_160.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_44_160.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_44_160.jpg, 0, 1, 0, 30.19044
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_44_286.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_44_286.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_44_286.jpg, 0, 1, 0, 30.19033
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_44_405.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_44_405.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_44_405.jpg, -0.083109, 1, 0, 30.1886
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_44_527.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_44_527.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_44_527.jpg, -0.1138134, 1, 0, 30.18915
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_44_655.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_44_655.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_44_655.jpg, 0, 1, 0, 30.19009
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_44_760.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_44_760.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_44_760.jpg, 0, 1, 0, 30.19027
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_44_884.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_44_884.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_44_884.jpg, 0, 1, 0, 30.18995
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_45_013.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_45_013.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_45_013.jpg, 0, 1, 0, 30.19029
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_45_136.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_45_136.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_45_136.jpg, -0.370035, 1, 0, 30.15997
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_45_243.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_45_243.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_45_243.jpg, -0.04910549, 1, 0, 30.19081
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_45_370.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_45_370.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_45_370.jpg, 0, 1, 0, 30.19001
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_45_476.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_45_476.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_45_476.jpg, 0, 1, 0, 30.19027
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_45_585.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_45_585.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_45_585.jpg, 0, 1, 0, 30.19031
D:\IIT-B Internship\Data\IMG\center_2020_05_14_19_01_45_690.jpg, D:\IIT-B Internship\Data\IMG\left_2020_05_14_19_01_45_690.jpg, D:\IIT-B Internship\Data\IMG\right_2020_05_14_19_01_45_690.jpg, 0, 1, 0, 30.19032
